frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m
0,0,0,0.0471977222729533,0.046726943858142904,1.6930400991599757
1,0,0,0.08732773099118923,0.08630604692238364,1.7092241368086531
2,0,0,0.1213611050335336,0.11990900885737296,1.7237910879412601
3,0,0,0.15040210043768742,0.1483894330396861,1.7401769037814998
4,0,0,0.17484897593489032,0.17253743506117852,1.759032239201499
5,0,0,0.1956508205459485,0.1931301715073059,1.7673106253181237
6,0,0,0.4028635385066247,0.37413117987760003,1.5531045536665524
7,0,0,0.46015262991196426,0.42302056636861757,1.3853143364917215
8,0,0,0.5076515699382543,0.46462058512191423,1.2525799027059308
9,0,0,0.5476156603485205,0.5000714567430287,1.1445370758174054
10,0,0,0.5816328818901524,0.5303424990209962,1.058367239951201
11,1,0,0.6090946498293656,0.5563116508519155,0.986718556063934
12,1,0,0.6328575335513242,0.578853497100504,0.9291554510182439
13,1,0,0.655094292879476,0.598309523748246,0.8829909719546807
14,1,1,0.6723140021189129,0.6155123779841465,0.8414239359891408
15,1,1,0.6871144900742466,0.6308636583547762,0.8030032938692038
16,1,1,0.6982358992065795,0.6453191858279259,0.7718409435587342
17,1,1,0.7086598865996675,0.653604026453725,0.8577588179711472
18,1,1,0.7176838938384269,0.6607151851864121,0.9398677897067942
19,1,1,0.8416641496637957,0.7721329662113334,1.0183599195830149
20,1,1,0.948139432619522,0.8671638227154734,1.0921248416443146
21,1,1,0.9219368542801487,0.8427543102070415,1.1614827101314824
22,1,1,0.8934501217469477,0.8223783969893917,1.2147076123482015
23,1,1,0.8733258212778423,0.8044647244270039,1.1264399854528249
24,1,1,0.9695053601745306,0.8957893042785481,1.065485773729891
25,1,1,1.0,0.9737501482359533,1.0058143730900804
26,1,1,1.0,1.0,0.9559749435378448
27,1,1,1.0,1.0,0.8520630831343992
28,1,1,1.0,1.0,0.7556464969436176
29,1,1,1.0,1.0,0.7794177637360854
30,1,1,1.0,1.0,0.6956516969311994
31,1,1,1.0,1.0,0.6959574284997055
32,1,1,1.0,1.0,0.7101442774910922
33,1,1,1.0,1.0,0.7144369102188299
34,1,1,1.0,1.0,0.7229898042595743
35,1,1,1.0,1.0,0.7314932040067114
36,1,1,1.0,1.0,0.7351183406920134
37,1,1,1.0,1.0,0.7389770624906494
38,1,1,1.0,1.0,0.7599500472773939
39,1,1,1.0,1.0,0.7669162370314855
40,1,1,1.0,1.0,0.7774908959924088
41,1,1,1.0,1.0,0.7808887245826928
42,1,1,1.0,1.0,0.7875015408908326
43,1,1,1.0,1.0,0.7984372777957487
44,1,1,1.0,1.0,0.8032601262551228
45,1,1,1.0,1.0,0.8509443196624011
46,1,1,1.0,1.0,0.8547703873563772
47,1,1,1.0,1.0,0.8603724755875394
48,1,1,0.965184390085482,0.9722169278696272,0.8706546475089292
49,1,1,0.9334303804371581,0.949786545830449,0.8876547903962432
50,1,1,0.9069861622794502,0.928555521614537,0.9008444767537489
51,1,1,0.8862937163590563,0.9132282788456438,0.9104021694810747
52,1,1,0.8705168652177071,0.897702992736768,0.9147597191835698
53,1,1,0.8573803151206909,0.8849396206501988,0.913139439301655
54,1,1,0.846785479022854,0.8743669492364337,0.9157380749510146
55,1,1,0.8364172657841742,0.8627792864425746,0.9202190480356299
56,1,1,0.8280028342982062,0.8523287854761364,0.9203144632906651
57,1,1,0.8198374530647219,0.8428571355168779,0.9221416302004697
58,1,1,0.8136727902177383,0.8350316124578554,0.9227377335367649
59,1,1,0.8098259497273229,0.8298810140063053,0.9236497636322888
60,1,1,0.807030591379018,0.8269593307032514,0.9217875825414578
61,1,1,0.805323180434536,0.8257771574809574,0.9332237495935881
62,1,1,0.8036443044490411,0.8261063589951332,0.9311102621574436
63,1,1,0.8032270784189199,0.827173665882717,0.9411946141285799
64,1,1,0.8037438307553301,0.8287807494510071,0.9486709431782773
65,1,1,0.8039358175301563,0.8292504444230844,0.9548797965583663
66,1,1,0.8041026250719902,0.8284157764863257,0.9615244573020254
67,1,1,0.8042067870286755,0.8280128751032718,0.9685642711236738
68,1,1,0.8037461924994578,0.8259812081426408,0.9762765566105951
69,1,1,0.8043186251248892,0.8260397273859306,0.9803415567730568
70,1,1,0.8032118404996911,0.8228654529411545,0.9852604134107621
71,1,1,0.8034332808015656,0.8237996725495743,0.9829587737051433
72,1,1,0.8030963392169937,0.821169759484322,0.9889442034545118
73,1,1,0.8040556155718868,0.8241642817531684,0.9860444964544667
74,1,1,0.8030654662327341,0.8200961882218251,0.9900026323934683
75,1,1,0.8026267276902048,0.8177608105384525,0.9969696807222463
76,1,1,0.8023718225581841,0.8165870057622351,1.006676194607223
77,1,1,0.8027024193183299,0.8169352382177293,1.01566412932061
78,1,1,0.8007437365235106,0.8161141229581332,1.0181324732903827
79,1,1,0.8004201815618661,0.8161518921821486,1.0241875201353738
80,1,1,0.7999620553083195,0.8157317670158997,1.0310923144871054
81,1,1,0.7847736692725965,0.8151913384587226,0.9893088511832714
82,1,1,0.7787872494832068,0.815000000216506,0.9979822637973536
83,1,1,0.7745383836072284,0.8150050584259814,1.00540050157618
84,1,1,0.7713040896720132,0.8136491835704034,1.0117474423853672
85,1,1,0.7605841756251515,0.8110762372884397,0.9749402883505655
86,1,1,0.7556372957937226,0.8090382416395948,0.9833775536082298
87,1,1,0.7521753340606632,0.8069383227404383,0.996097641824118
88,1,1,0.7494711174655434,0.8067053272810037,1.006058990246051
89,1,1,0.7479065267853716,0.8069989505367097,1.0038203226450122
90,1,1,0.747445274120509,0.8063779386524955,1.0154668972067613
91,1,1,0.8621242475900389,0.9251276850117167,1.0206336242572138
92,1,1,0.959860940068359,1.0,1.019380135221627
